Math Grade,Physics Grade,Biology Grade,Chemistry Grade,English Grade,History Grade,Economy Grade,Geography Grade,is_sucess,Suggestion Based on Top 4 grades,Suggestion Based on Mean
76,65,93,95,97,61,42,58,1,Organic Chemistry,Geography of Chemical Waste Management
53,44,95,57,85,77,76,65,1,Journalism,Technical Writing
98,55,42,50,45,51,92,55,1,Signal Processing Engineers,Global Financial Markets
45,49,84,54,43,63,42,54,0,Fail,Fail
43,49,95,98,51,79,63,68,1,Molecular Biology,Physics Journalism
40,93,91,86,74,100,95,56,1,Microbiology,Archival Studies
100,81,85,53,86,45,99,96,1,Climate Science,Technical Writing
45,74,78,77,90,100,59,48,1,Archivist,Econophysics
86,90,72,93,51,70,59,70,1,Mathematical Physics,Analytical Chemistry
99,63,61,55,80,43,46,62,1,Data Scientist,Cost-benefit Analysis in Chemical Projects
87,78,65,86,51,56,97,83,1,Signal Processing Engineers,Data Scientist
86,55,64,45,54,68,60,76,1,Operation Resarch,Public Relations
88,51,58,88,42,56,58,73,1,Education,Biochemistry
56,82,88,81,70,51,49,75,1,Medicine,Geography of Chemical Waste Management
97,61,47,40,52,58,95,46,1,Mathematics,Geography of Chemical Waste Management
53,57,44,81,94,88,88,62,1,Historical Journalism,Technical Writing
50,42,43,99,70,40,78,64,1,Organic Chemistry,Education
88,63,76,74,47,54,46,41,1,Operation Resarch,Business and Economic Journalism
53,76,82,72,92,100,80,100,1,Museum Curator,Environmental Economics
43,67,62,43,92,79,66,93,1,Public Relations,Geospatial Techoology
85,85,48,90,48,73,88,80,1,Analytical Chemistry,Cartography
95,72,59,74,84,92,100,78,1,Economic History,Geospatial Techoology
53,94,80,44,53,86,100,61,1,Physics Education,Emergency management and Disaster
64,65,91,83,55,83,42,50,1,Museum Curator,Pharmacology
91,65,74,42,51,49,57,91,1,Metorology,Surveying and Geomatics
72,64,72,71,81,97,89,68,1,International Economics,Mathematical Archaeology
70,63,45,54,98,84,44,52,1,Copywriting,Atmospheric Chemistry
71,51,56,75,55,60,92,49,1,Public Finance,English Language Skills for Economic Forecasting
58,83,45,61,50,93,78,56,1,Theortical Physics,International Economics
62,46,48,74,85,86,68,81,1,Digital Humanities,Geographic Information Systems
87,42,80,56,55,99,52,90,1,Tourism and Hospitality,Technical Writing for Chemistry
77,85,66,46,68,66,68,54,1,Theortical Physics,BioMechanics
53,83,86,87,50,95,80,74,1,Microbiology,Econophysics
50,84,57,64,69,83,79,85,1,Cultural Heritage Management and Preservation,Economic Policy
92,50,84,41,70,45,95,57,1,Financial Services,English Language Skills for Economic Forecasting
63,86,54,93,73,85,87,85,1,Geospatial Techoology,Theortical Physics
50,41,91,73,41,94,92,82,1,Biotechnology and Economic Development,Geographic Information Systems
66,41,91,81,45,61,89,66,1,Ecology,Cartography
69,82,95,70,100,81,73,60,1,Physics Education,Physics Journalism
68,54,78,86,90,57,93,81,1,Cultural Heritage Preservation,Medicinal Chemistry
84,44,82,98,56,44,76,99,1,Chemical Education,Transportation and Logistics
42,86,52,42,93,84,46,96,1,Environmental Jouralism,Econophysics
40,69,70,72,50,100,99,78,1,Economic Policy Analysis,Pharmacology
88,98,45,92,72,77,93,100,1,Economics,Math Journalism
45,48,67,76,81,90,47,50,1,Archivist,Publishing
43,53,51,83,76,69,94,60,1,Macroeconomics,Biotechnology
63,76,82,70,62,89,51,66,1,Medical History,Biotechnology
71,53,70,74,51,45,47,76,1,Anatomy,Emergency management and Disaster
93,74,97,41,86,83,56,80,1,Mathematical Archaeology,Statistical Demography
98,51,85,72,68,71,79,65,1,Epidemiology,Analytical Chemistry
68,70,56,95,84,70,68,57,1,Chemistry Education and Curriculum Development,Physics Journalism
92,56,100,51,75,55,54,66,1,Biostatistics,Museum Curator
50,46,58,91,100,94,47,93,1,Tourism and Hospitality,Computational Chemistry
100,95,78,91,69,99,87,54,1,Materials Science,History of Science
61,80,89,80,82,97,65,95,1,Communications,Chemistry and Scientific Revolution
88,89,41,62,60,72,65,85,1,Emergency management and Disaster,Energy Economics
73,86,51,49,52,97,47,73,1,Journalism and Media,Historical Geography
75,83,89,60,49,66,57,53,1,Medical Physics,Climate Science
95,61,88,88,58,96,68,71,1,Education,Surveying and Geomatics
94,53,86,43,41,65,71,76,1,Biotechnology,Conservation of Biodiversity Hotspots
45,93,86,96,64,90,100,77,1,Experimental Physics,Archival Studies
55,49,84,72,95,56,69,57,1,Content Management,Transportation and Logistics
90,76,80,40,94,54,51,69,1,Math Journalism,Science Communication
64,82,80,99,50,87,70,56,1,Chemical Engineering,Computational Chemistry
49,70,72,59,85,98,55,69,1,Copywriting,Biophysics
51,66,56,53,81,67,88,40,1,Communications,Epidemiology
91,41,99,86,96,72,64,70,1,Biotechnology,Biotechnology
81,54,52,76,74,99,66,60,1,Museum Curator,Journalism
79,42,53,58,96,91,83,51,1,Global Financial Markets,Economic History
90,89,67,43,68,84,90,99,1,Philosophy of Physics,Cultural Heritage Preservation
56,50,58,59,40,69,57,88,0,Fail,Fail
65,52,45,50,45,58,85,50,0,Fail,Fail
63,49,61,78,44,49,69,79,1,Chemical Market Forecasting and Analysis,Geographical Perspectives on Ecosystem Services
80,89,94,43,64,86,76,78,1,Government and Public Services,Data Reporting
48,68,69,54,82,78,99,90,1,International Economics,Publishing and Editing in Physics
62,40,79,84,45,96,61,81,1,Evolution of Chemical Education,Signal Processing Engineers
69,69,95,65,42,57,89,84,1,International Development,Mathematical Archaeology
81,79,48,43,100,90,78,83,1,Travel Writing and Guidebook Publishing,Signal Processing Engineers
51,63,77,67,50,68,95,80,1,Econometrics,Museum Curator
46,63,67,55,50,44,76,70,0,Fail,Fail
60,77,75,77,71,94,97,41,1,Financial Sector Regulatoins,Editing
68,42,63,83,95,47,74,85,1,Chemistry Education and Curriculum Development,Quantum Chemistry
82,42,48,84,81,68,59,52,1,Mathematics,Geographical Perspectives on Ecosystem Services
67,70,85,43,78,46,62,100,1,Transportation and Logistics,Tourism and Hospitality
50,89,74,82,53,79,83,90,1,Plantery Science,History of Physics
70,64,53,60,77,77,89,46,1,Econometrics,Risk Manager
79,40,100,44,82,92,73,74,1,Government and Public Services,Financial Sector Regulatoins
67,99,99,49,95,80,64,75,1,Publishing,Historical Anthropology
55,100,82,67,61,42,64,45,1,Science Journalism,Biotechnology and Economic Development
42,50,91,87,90,68,50,67,1,Publishing,Public Relations
66,94,64,86,73,81,69,64,1,Materials Science,Epidemiology
79,45,74,45,59,61,92,80,1,Public Finance,Museum Curator
97,79,85,48,63,89,56,66,1,Biostatistics,Global Financial Markets
79,42,76,62,68,98,55,74,1,Historical Preservation and Cultural Heritage,Conservation of Biodiversity Hotspots
73,83,44,70,48,78,93,42,1,Physics Education,Global Financial Markets
55,72,64,55,58,67,55,76,1,Plantery Science,Academic Research
78,61,80,57,72,95,52,74,1,Historical Preservation and Cultural Heritage,Museum Curator
64,72,93,53,90,57,86,45,1,Copywriting,Physics Education
43,47,42,42,42,91,61,93,0,Fail,Fail
48,69,52,62,86,72,64,94,1,Copywriting,History of Chemical Discoveries
55,68,70,100,93,58,93,44,1,Copywriting,Evolution of Chemical Education
45,77,55,67,76,56,56,87,1,Tourism and Hospitality,History of Physics
70,65,55,59,68,88,98,97,1,Archivist,Urban Planing and Regional Development
55,89,74,81,46,84,81,95,1,Evolution of Chemical Education,International Development
47,55,70,73,74,98,50,89,1,Archivist,Conservation of Biodiversity Hotspots
52,50,74,68,75,63,53,86,1,Emergency management and Disaster,International Economics
61,47,78,72,46,64,48,51,0,Fail,Fail
63,57,71,77,71,59,67,74,1,Biostatistics,Analytical Chemistry
44,52,90,100,63,65,89,48,1,Inorganic Chemistry,Chemistry and Scientific Revolution
41,63,78,71,87,67,47,51,1,Journalism,Anatomy
51,90,84,86,66,68,96,49,1,Atmospheric Chemistry,Econometrics
99,56,56,87,95,95,63,81,1,Chemistry and Scientific Revolution,Emergency management and Disaster
44,93,58,84,71,69,72,77,1,Geochemistry,Energy Economics
69,50,74,56,95,89,82,69,1,Writing and Editing,Technical Writing
80,78,86,57,61,44,55,54,1,Medicine,Analytical Chemistry
68,59,84,43,88,62,71,69,1,Anatomy,Astrophysics
88,51,69,47,54,43,82,43,0,Fail,Fail
76,89,47,82,62,74,72,80,1,Science Journalism,Analytical Chemistry
70,66,59,60,84,57,87,90,1,Tourism and Hospitality,Emergency management and Disaster
82,40,89,42,85,67,57,97,1,Tourism and Hospitality,Computational Biology
48,62,76,55,91,98,96,41,1,English Language Skills for Economic Forecasting,Sustainable Chemistry and Economic Development
65,87,59,91,45,51,60,49,1,Science Journalism,Chemical Education
87,76,70,64,49,56,83,42,1,Computer Science,Economics of Biomedical Research and Development
43,62,65,50,61,77,89,53,1,Economic Policy,Chemistry Education and Curriculum Development
67,66,75,68,66,67,84,55,1,International Economics,International Economics
49,41,64,64,59,66,71,99,1,Emergency management and Disaster,Education
89,86,61,74,56,45,79,98,1,Geospatial Techoology,Economic Policy
45,50,98,87,56,70,60,44,1,Analytical Chemistry,Museum Curator
67,99,89,68,84,79,80,64,1,Education,Organic Chemistry
68,72,45,57,49,88,68,75,1,Journalism and Media,Chemical Supply Chain Management
93,78,76,75,54,61,56,48,1,Computer Science,Physical Chemistry
76,73,52,50,67,88,95,52,1,International Economics,Historical Fiction Writing
79,84,88,85,50,85,48,95,1,Theortical Physics,Mathematical Physics
95,74,80,64,43,72,77,44,1,Signal Processing Engineers,Archivist
79,76,83,77,85,85,92,63,1,Ecology,Signal Processing Engineers
87,89,91,85,74,46,59,76,1,Computer Science,Scientific Writing in Chemistry
77,79,88,74,68,51,100,42,1,Macroeconomics,Biomedical Engineering
99,73,82,63,49,41,41,72,1,Biotechnology,Biophysics
82,79,70,45,64,59,61,64,1,Computer Science,Archaeology
74,60,45,81,55,91,65,86,1,Historical Geography,Plantery Science
73,78,56,48,40,40,60,88,1,Tourism and Hospitality,Emergency management and Disaster
95,66,84,53,46,90,66,57,1,Ecology,Mathematical Biology
95,58,94,45,57,46,48,54,1,Computational Biology,Historical Analysis of Technological Advances
82,60,100,81,88,76,84,51,1,Computational Biology,Education
72,44,53,76,98,75,91,90,1,Cultural Heritage Preservation,Analytical Chemistry
67,59,85,92,64,79,64,78,1,Anatomy,Environmental Economics
78,41,62,68,91,72,89,46,1,Econometrics,Education
67,90,53,87,96,42,40,67,1,Physics Education,Mathematical Modeling
87,65,97,79,59,47,78,58,1,Epidemiology,Radiology
78,90,44,48,45,43,47,79,0,Fail,Fail
80,81,100,85,68,93,78,81,1,Tourism and Hospitality,Quantum Mechanics
43,52,96,56,50,60,82,78,1,Biotechnology and Economic Development,Business and Economic Journalism
69,64,100,45,69,59,55,86,1,Ecology,Historical Geography
77,58,52,46,95,46,46,71,1,Translation,Biomedical Engineering
60,64,67,72,92,79,95,84,1,Emergency management and Disaster,Research in Science and Technology Communication
76,76,58,83,77,61,82,64,1,Economics of Chemical Manufacturing,Macroeconomics
55,53,57,95,52,68,53,84,1,Education,Spatial Dynamics of Chemical Reactions
63,92,59,52,88,76,63,84,1,Science Journalism,Business and Economic Journalism
93,57,86,75,42,86,48,62,1,Environmental History,Bioinformatics
79,64,46,43,46,46,70,85,0,Fail,Fail
91,43,99,51,82,70,70,84,1,Translation,Metorology
64,41,76,88,43,49,56,64,1,Education,Business and Economic Journalism
54,74,43,63,89,91,45,99,1,Education,Translation
98,45,91,52,77,43,99,84,1,Surveying and Geomatics,Epidemiology
100,88,63,74,97,63,62,100,1,Physics Journalism,Writing and Editing
87,96,47,70,66,72,60,76,1,Computer Science,Microeconomics
59,65,50,76,82,97,53,48,1,Digital Humanities,Signal Processing Engineers
59,58,81,45,40,93,54,60,1,Journalism and Media,Biostatistics
51,76,82,81,45,79,97,89,1,Biotechnology and Economic Development,Tourism and Hospitality
45,46,48,93,48,53,89,71,1,Economics of Chemical Manufacturing,History of Chemical Discoveries
52,44,84,95,58,64,81,99,1,Medicine,Scientific Writing in Chemistry
61,44,69,56,76,59,100,79,1,Economic Policy,Emergency management and Disaster
54,40,82,43,81,82,100,50,1,Sustainable Economics in Biology Conservation,Ecology
79,93,44,64,78,86,62,40,1,Journalism and Media,Historiography and Criticism
89,92,42,47,64,63,80,84,1,Data Analysis,Historical Fiction Writing
52,99,74,88,91,63,41,89,1,Academic Research,Philosophy of Physics
94,56,98,64,59,62,42,62,1,Ecology,Geography of Chemical Waste Management
49,86,53,89,99,62,86,83,1,Chemical Engineering,Transportation and Logistics
70,41,64,93,74,52,57,49,1,Analytical Chemistry,Tourism and Hospitality
42,75,70,67,40,42,68,92,1,Emergency management and Disaster,Econometrics
95,51,78,84,71,93,49,75,1,Signal Processing Engineers,Analytical Chemistry
89,48,44,99,41,44,66,76,1,Data Scientist,Chemistry Journalism
91,41,78,71,56,70,90,98,1,Urban Planing and Regional Development,Cartography
43,72,97,51,93,45,45,99,1,Medicine,Environmental Jouralism
54,89,83,67,71,78,65,60,1,Astrophysics,Technical Writing for Chemistry
98,50,71,42,97,80,95,60,1,Education,Travel Writing and Guidebook Publishing
78,42,64,64,81,55,73,86,1,Emergency management and Disaster,Global Financial Markets
97,63,55,86,98,99,55,43,1,Public Relations,Technical Writing
99,49,85,82,66,81,62,72,1,Bioarchaeology,Economics of Biomedical Research and Development
65,95,54,43,87,94,59,83,1,Historical Analysis of Technological Advances,International Economics
94,82,64,88,87,69,42,93,1,Public Relations,Philosophy of Physics
49,78,78,68,55,74,69,52,1,Experimental Physics,Econophysics
46,56,79,67,60,89,40,41,0,Fail,Fail
48,87,91,100,59,81,54,64,1,Radiology,Chemistry and Scientific Revolution
88,89,99,71,86,97,45,79,1,Data Analysis,Evolution of Chemical Education
54,48,59,73,67,68,76,95,1,Emergency management and Disaster,International Development
67,62,81,55,69,54,67,70,1,Ecology,Biotechnology and Economic Development
54,79,95,72,66,92,46,58,1,Biotechnology,Historical Geography
45,42,98,67,88,93,81,77,1,Economics of Biomedical Research and Development,Urban Planing and Regional Development
72,78,50,51,40,96,63,52,1,Journalism and Media,Computational Biology
49,66,51,62,59,90,83,66,1,Economic Policy,Publishing and Editing in Physics
58,100,73,44,42,96,83,46,1,Macroeconomics,Biotechnology and Economic Development
71,81,58,77,43,76,41,56,1,Astrophysics,Mathematical Physics
89,66,74,89,50,66,53,60,1,Chemical Engineering,Conservation of Biodiversity Hotspots
47,59,81,88,94,96,77,58,1,Historiography and Criticism,Astrophysics
42,96,97,44,58,82,71,85,1,History of Physics,Historical Analysis of Technological Advances
50,80,56,54,74,62,60,42,0,Fail,Fail
42,65,42,63,93,70,50,47,0,Fail,Fail
45,43,69,62,68,96,70,50,1,Museum Curator,Organic Chemistry
46,54,87,41,87,50,69,63,1,Journalism,Technical Writing
58,76,92,53,87,86,65,65,1,Content Management,Writing and Editing
96,96,75,41,58,72,62,85,1,Data Analysis,Biotechnology and Economic Development
75,47,53,51,100,58,70,98,1,Education,Historical Geography
85,73,89,67,86,54,58,44,1,Data Reporting,Medicine
89,65,57,70,72,55,58,77,1,Computer Science,Global Financial Markets
61,96,87,45,46,85,85,88,1,Energy Economics,Plantery Science
84,86,65,40,50,71,81,40,1,Econometrics,Museum Curator
66,87,58,69,70,95,76,83,1,Transportation and Logistics,Atmospheric Chemistry
51,84,96,95,88,81,78,45,1,Chemistry Education and Curriculum Development,Radiology
92,60,97,51,98,41,81,55,1,Macroeconomics,Biochemistry
56,54,58,59,84,85,96,94,1,Academic Research and Teaching,Academic Research
49,66,98,82,77,43,68,94,1,Geography of Chemical Waste Management,Biophysics
53,71,77,66,72,65,41,41,1,Education,Historical Preservation and Cultural Heritage
99,48,70,80,80,94,66,42,1,Operation Resarch,Lab Assistant
48,76,40,82,40,48,42,50,0,Fail,Fail
43,45,88,40,83,88,54,77,1,Journalism,Communications
52,63,59,53,43,85,60,100,1,Museum Curator,Computational Chemistry
40,40,49,92,64,79,67,98,1,Transportation and Logistics,Landscape Ecology and Biotic Interactions
84,82,99,67,43,82,57,60,1,Mathematical Biology,Plantery Science
57,73,78,41,46,71,41,83,1,Transportation and Logistics,Academic Research and Teaching
58,100,74,50,91,90,45,73,1,Astrophysics,Science Writing
90,67,54,69,41,67,86,76,1,Operation Resarch,Bioarchaeology
81,98,57,70,42,86,71,68,1,Science Education and Outreach,Transportation and Logistics
92,86,49,86,77,82,89,59,1,Museum Curator,Analytical Chemistry
81,84,67,100,49,99,95,98,1,Economic Policies in the Chemical Sector,Bioinformatics
65,74,53,67,41,99,100,62,1,Business and Economic Journalism,Mathematical Modeling
48,44,56,86,80,97,63,53,1,Organic Chemistry,Chemistry and Scientific Revolution
58,47,88,86,55,88,55,97,1,Organic Chemistry,Spatial Dynamics of Chemical Reactions
43,63,97,45,100,67,77,40,1,Ecology,Anatomy
54,80,90,70,47,60,99,93,1,International Development,Public Finance
91,59,99,63,70,93,41,71,1,Data Analysis,Microbiology
47,53,85,79,55,83,59,93,1,Transportation and Logistics,Creative Writing
51,56,94,90,52,63,80,50,1,Molecular Biology,Evolution of Chemical Education
86,46,65,73,66,88,79,96,1,Emergency management and Disaster,Inorganic Chemistry
91,57,79,81,56,43,66,41,1,Education,Cost-benefit Analysis in Chemical Projects
42,97,50,88,46,68,90,44,1,Physical Chemistry,Experimental Physics
82,75,47,98,99,60,65,46,1,Public Relations,Copywriting
82,66,98,71,54,51,100,91,1,Geographical Perspectives on Ecosystem Services,Tourism and Hospitality
52,78,87,65,48,58,96,41,1,Microbiology,Microeconomics
49,44,83,86,75,52,89,76,1,Sustainable Economics in Biology Conservation,Copywriting
51,78,66,41,58,40,57,54,0,Fail,Fail
59,87,41,94,40,92,73,47,1,Historical Instrumentation and Experimental Replication,Plantery Science
90,58,48,75,65,95,57,91,1,Museum Curator,Quantitative Historical Analysis
79,87,49,93,54,64,98,43,1,Lab Assistant,Signal Processing Engineers
84,87,75,72,86,91,67,49,1,Physics Education,Econophysics
64,84,57,78,54,45,75,67,1,Theortical Physics,Biochemistry
40,50,46,75,42,48,55,54,0,Fail,Fail
43,74,74,77,67,50,100,96,1,Environmental Economics,Biophysics
95,74,59,56,70,99,93,53,1,Microeconomics,Copywriting
95,80,47,68,50,95,57,70,1,Data Analysis,Archivist
75,40,62,79,60,50,59,88,1,Tourism and Hospitality,Emergency management and Disaster
45,40,61,79,54,75,68,72,1,Transportation and Logistics,Global Financial Markets
80,81,94,86,67,53,65,60,1,Molecular Biology,Urban Planing and Regional Development
86,44,98,97,40,40,71,51,1,Bioinformatics,Cartography
80,72,77,87,41,86,93,71,1,Sustainable Chemistry and Economic Development,Biochemistry
41,89,49,50,52,82,69,84,1,History of Physics,Chemistry Journalism
91,75,71,47,66,78,60,99,1,Metorology,Mathematical Modeling
94,66,40,99,42,64,79,73,1,Medicinal Chemistry,Mathematical Modeling
49,52,83,70,47,75,62,73,1,Medicine,Historical Instrumentation and Experimental Replication
48,83,62,68,48,71,89,57,1,Science Journalism,Climate Science
62,41,90,49,41,82,51,66,1,Historical Anthropology,Mathematics
94,53,45,47,74,45,76,91,1,Tourism and Hospitality,Economic Policy
58,53,63,45,64,95,79,51,1,Archivist,Biotechnology
90,42,48,52,86,74,47,94,1,Surveying and Geomatics,Academic Publishing
70,71,65,54,70,98,97,90,1,International Development,Cultural Heritage Management and Preservation
92,53,72,56,46,48,89,66,1,Operation Resarch,Medicine
88,85,58,41,65,78,89,99,1,Geospatial Techoology,Editing
56,74,70,56,99,100,54,71,1,Publishing,Spatial Dynamics of Chemical Reactions
66,50,52,88,40,42,49,46,0,Fail,Fail
51,89,68,79,42,62,46,100,1,GeoPhysics,Mathematical Physics
58,77,47,93,89,52,46,52,1,Chemistry Education and Curriculum Development,Research in Science and Technology Communication
52,81,78,84,62,47,53,50,1,Physics Education,Quantum Mechanics
60,97,88,71,51,41,40,46,1,Biophysics,History of Chemical Discoveries
56,59,78,48,54,73,100,48,1,Econometrics,Biotechnology
41,79,66,85,54,61,79,51,1,Education,Energy Economics
94,99,43,63,56,99,93,56,1,Physics Education,Economic Policy
77,47,63,72,84,91,40,76,1,Technical Writing,Spatial Dynamics of Chemical Reactions
75,68,59,46,100,66,80,59,1,Translation,Economics of Biomedical Research and Development
56,77,57,45,71,88,69,75,1,Journalism and Media,Physics Journalism
42,74,55,58,76,73,79,54,1,Econophysics,Historical Geography
57,41,45,46,54,56,86,54,0,Fail,Fail
81,43,99,83,55,51,91,94,1,Geographic Information Systems,Economics of Chemical Manufacturing
52,91,77,47,83,58,85,66,1,International Economics,Econophysics
58,55,51,49,60,59,94,54,1,International Economics,International Development
45,59,63,88,69,64,72,48,1,Education,Economics of Chemical Manufacturing
43,42,98,76,51,61,75,46,1,Ecology,Spatial Dynamics of Chemical Reactions
79,45,40,89,41,64,44,44,0,Fail,Fail
90,99,87,75,45,47,86,54,1,Quantum Mechanics,Mathematical Modeling
55,95,82,66,66,70,59,51,1,Biophysics,Historical Instrumentation and Experimental Replication
69,89,81,99,42,76,72,58,1,Environmental Chemistry,Geography of Chemical Waste Management
56,63,95,91,65,71,82,80,1,Education,Geographical Perspectives on Ecosystem Services
57,92,97,45,93,99,75,50,1,Medical Physics,Historical Preservation and Cultural Heritage
51,66,53,42,53,52,95,62,0,Fail,Fail
54,46,95,45,50,47,67,45,0,Fail,Fail
94,50,92,47,90,73,74,47,1,Computer Science,Biostatistics
46,76,83,100,78,81,79,81,1,Analytical Chemistry,GeoPhysics
93,76,77,82,63,44,100,40,1,Chemical Education,Risk Manager
66,65,99,59,58,85,54,63,1,Museum Curator,Historical Analysis of Technological Advances
58,40,66,50,85,80,90,95,1,International Development,Cultural Heritage Preservation
78,73,87,43,65,52,98,92,1,Economics of Biomedical Research and Development,Mathematical Biology
45,70,46,52,51,100,69,43,0,Fail,Fail
66,83,82,70,83,69,68,98,1,Landscape Ecology and Biotic Interactions,Environmental Jouralism
68,63,96,61,91,84,69,58,1,Museum Curator,History of Science
50,99,46,43,71,86,50,69,1,Science Education and Outreach,Surveying and Geomatics
79,56,46,42,64,94,46,83,1,Emergency management and Disaster,Computational Biology
40,74,86,84,48,84,76,74,1,Inorganic Chemistry,Historical Geography
94,40,53,57,83,46,42,90,1,Academic Research,Public Finance
40,76,46,85,43,59,44,66,0,Fail,Fail
84,77,75,70,76,52,83,44,1,Mathematics,Environmental Chemistry
54,90,47,62,50,93,77,96,1,Academic Research and Teaching,Cartography
55,64,76,82,53,52,80,61,1,Organic Chemistry,Inorganic Chemistry
42,46,100,49,72,59,70,97,1,Emergency management and Disaster,Cultural Heritage Preservation
95,53,89,91,64,51,60,97,1,Transportation and Logistics,English Language Skills for Economic Forecasting
76,68,50,43,62,69,63,68,1,Physics Education,Climate Science
53,95,53,73,80,44,94,49,1,Physics Education,Cost-benefit Analysis in Chemical Projects
83,45,83,83,92,44,95,69,1,Economics of Biomedical Research and Development,Journalism
41,59,93,45,45,44,79,95,1,Landscape Ecology and Biotic Interactions,Public Finance
100,61,52,81,45,46,52,58,1,Organic Chemistry,Energy Economics
61,44,44,99,43,71,51,87,1,Spatial Dynamics of Chemical Reactions,Economic History Research
79,68,45,63,46,56,82,74,1,Econometrics,Geography of Chemical Waste Management
78,53,85,92,53,90,49,87,1,Archivist,Spatial Dynamics of Chemical Reactions
43,84,50,54,82,86,81,92,1,Transportation and Logistics,Global Financial Markets
49,95,90,93,66,42,79,100,1,Education,International Development
46,88,65,99,58,65,97,59,1,Astrophysics,Medical History
80,88,50,86,45,99,52,69,1,Astrophysics,Historical Instrumentation and Experimental Replication
70,44,68,54,73,96,82,45,1,Economic History,Pharmacology
